pl_name,hostname,ra,dec,sy_dist,disc_year,discoverymethod,disc_facility,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_insol,st_teff,sy_pnum,method,survey,has_distance,kepler_offset_deg,x_pc,y_pc,z_pc,within_2000_pc
TRAPPIST-1 c,TRAPPIST-1,346.6263919,-5.0434618,12.42988881,2016,Transit,La Silla Observatory,1.097,1.308,2.421937,339.7,2.214,2566.0,7,Transit,Other transit,True,70.36075458974172,12.05,-2.86,-1.09,True
TRAPPIST-1 d,TRAPPIST-1,346.6263919,-5.0434618,12.42988881,2016,Transit,La Silla Observatory,0.788,0.388,4.049219,286.2,1.115,2566.0,7,Transit,Other transit,True,70.36075458974172,12.05,-2.86,-1.09,True
K2-34 b,K2-34,127.5787231,22.2359194,348.646,2016,Transit,K2,13.75,539.67534,2.9956348,1687.0,963.566,6168.0,1,Transit,K2,True,111.49483256320615,-196.81,255.76,131.94,True
WASP-121 b,WASP-121,107.6002312,-39.0972705,269.898,2016,Transit,SuperWASP,19.52604438,371.85923619,1.27492504,2409.0,6216.41,6628.0,1,Transit,Other transit,True,174.13470473836028,-63.34,199.66,-170.21,True
HIP 41378 b,HIP 41378,126.6158279,10.0803708,106.289,2016,Transit,K2,2.64,6.9,15.57209,959.0,140.0,6290.0,6,Transit,K2,True,123.5406453060469,-62.42,84.0,18.6,True
HIP 41378 c,HIP 41378,126.6158279,10.0803708,106.289,2016,Transit,K2,2.74,5.97,31.70591,757.0,54.0,6290.0,6,Transit,K2,True,123.5406453060469,-62.42,84.0,18.6,True
HIP 41378 d,HIP 41378,126.6158279,10.0803708,106.289,2016,Transit,K2,3.65,6.53,278.3618,367.0,3.01,6290.0,6,Transit,K2,True,123.5406453060469,-62.42,84.0,18.6,True
HIP 41378 e,HIP 41378,126.6158279,10.0803708,106.289,2016,Transit,K2,5.19,7.62,393.0,335.0,2.1,6290.0,6,Transit,K2,True,123.5406453060469,-62.42,84.0,18.6,True
HIP 41378 f,HIP 41378,126.6158279,10.0803708,106.289,2016,Transit,K2,9.47,25.0,542.0797,294.0,1.24,6290.0,6,Transit,K2,True,123.5406453060469,-62.42,84.0,18.6,True
HD 3167 b,HD 3167,8.7401487,4.3807215,47.2899,2016,Transit,K2,1.601,4.844,0.95965451,1781.0,1650.0,5338.0,4,Transit,K2,True,78.43345324270452,46.6,7.16,3.61,True
HD 3167 c,HD 3167,8.7401487,4.3807215,47.2899,2016,Transit,K2,2.983,11.41,29.846511,567.0,16.9,5338.0,4,Transit,K2,True,78.43345324270452,46.6,7.16,3.61,True
HAT-P-65 b,HAT-P-65,315.9054895,11.9893675,738.519,2016,Transit,HATNet,18.05766791,176.07693748,2.60544751,1818.0,1821.0,5872.0,1,Transit,Other transit,True,39.04157688512646,518.83,-502.68,153.41,True
WASP-131 b,WASP-131,210.1935714,-30.5836084,200.075,2016,Transit,SuperWASP-South,13.74221034,86.76715511,5.3220125,1460.0,995.3724,5990.0,1,Transit,Other transit,True,104.77306881092309,-148.87,-86.62,-101.8,True
WASP-139 b,WASP-139,49.562173,-41.3020235,212.472,2016,Transit,SuperWASP-South,8.9672,37.18611,5.924262,910.0,120.7076,5310.0,1,Transit,Other transit,True,136.18148797619895,103.53,121.49,-140.24,True
WASP-127 b,WASP-127,160.5587646,-3.8349989,159.507,2016,Transit,SuperWASP,14.694999,52.346601,4.17806203,1400.0,703.971,5620.0,1,Transit,Other transit,True,120.35441017749844,-150.08,52.97,-10.67,True
TRAPPIST-1 e,TRAPPIST-1,346.6263919,-5.0434618,12.42988881,2017,Transit,Multiple Observatories,0.92,0.692,6.101013,249.7,0.646,2566.0,7,Transit,Other transit,True,70.36075458974172,12.05,-2.86,-1.09,True
TRAPPIST-1 f,TRAPPIST-1,346.6263919,-5.0434618,12.42988881,2017,Transit,Multiple Observatories,1.045,1.039,9.20754,217.7,0.373,2566.0,7,Transit,Other transit,True,70.36075458974172,12.05,-2.86,-1.09,True
TRAPPIST-1 g,TRAPPIST-1,346.6263919,-5.0434618,12.42988881,2017,Transit,Multiple Observatories,1.129,1.321,12.352446,197.3,0.252,2566.0,7,Transit,Other transit,True,70.36075458974172,12.05,-2.86,-1.09,True
TRAPPIST-1 h,TRAPPIST-1,346.6263919,-5.0434618,12.42988881,2017,Transit,Multiple Observatories,0.755,0.326,18.772866,171.7,0.144,2566.0,7,Transit,Other transit,True,70.36075458974172,12.05,-2.86,-1.09,True
HD 106315 b,HD 106315,183.4724742,-0.3934357,109.353,2017,Transit,K2,2.44,12.6,9.55237,1153.0,277.0,6327.0,2,Transit,K2,True,102.45385141712342,-109.15,-6.62,-0.75,True
HD 106315 c,HD 106315,183.4724742,-0.3934357,109.353,2017,Transit,K2,4.35,15.2,21.05704,886.0,97.0,6327.0,2,Transit,K2,True,102.45385141712342,-109.15,-6.62,-0.75,True
LHS 1140 b,LHS 1140,11.248632,-15.2741085,14.9861,2017,Transit,MEarth Project,1.73,5.6,24.73723,226.0,0.43,3096.0,2,Transit,Other transit,True,94.13197497992995,14.18,2.82,-3.95,True
KELT-11 b,KELT-11,161.7069053,-9.3993646,99.1596,2017,Transit,KELT-South,15.13212395,65.15482343,4.73620865,1712.0,1433.0,5375.0,1,Transit,Other transit,True,123.84318368473004,-92.88,30.71,-16.19,True
KELT-9 b,KELT-9,307.8598998,39.9389161,204.455,2017,Transit,KELT-North,21.70058664,915.34581216,1.4811235,3921.0,44900.0,9270.0,1,Transit,Other transit,True,13.493748033101692,96.21,-123.77,131.25,True
HD 3167 d,HD 3167,8.7401487,4.3807215,47.2899,2017,Radial Velocity,Multiple Observatories,2.61,7.3,8.3967,865.0,88.9,5338.0,4,Radial Velocity,Radial Velocity,True,78.43345324270452,46.6,7.16,3.61,True
WASP-107 b,WASP-107,188.3864277,-10.1462141,64.7414,2017,Transit,SuperWASP-South,10.48039695,33.02237149,5.7214875,736.0,51.0,4425.0,2,Transit,Other transit,True,105.83120948619838,-63.05,-9.29,-11.4,True
GJ 9827 b,GJ 9827,351.7717763,-1.2853435,29.661,2017,Transit,K2,1.44,4.28,1.208974,1035.01,318.0,4236.0,3,Transit,K2,True,70.80180956610593,29.35,-4.24,-0.67,True
GJ 9827 c,GJ 9827,351.7717763,-1.2853435,29.661,2017,Transit,K2,1.13,1.86,3.648103,715.94,73.0,4236.0,3,Transit,K2,True,70.80180956610593,29.35,-4.24,-0.67,True
GJ 9827 d,GJ 9827,351.7717763,-1.2853435,29.661,2017,Transit,K2,1.98,3.02,6.20183,675.0,34.9,4236.0,3,Transit,K2,True,70.80180956610593,29.35,-4.24,-0.67,True
KELT-20 b,KELT-20,294.6614126,31.2192001,136.426,2017,Transit,KELT-North,19.514869,1074.90106,3.4741085,2262.0,4362.5,8720.0,1,Transit,Other transit,True,13.645493530897145,48.68,-106.03,70.71,True
K2-18 c,K2-18,172.560141,7.5878315,38.0266,2017,Radial Velocity,La Silla Observatory,2.65,7.51,8.962,363.0,7.0278,3457.0,2,Radial Velocity,Radial Velocity,True,103.91764333457971,-37.38,4.88,5.02,True
K2-141 b,K2-141,350.9170464,-1.1891827,61.8736,2018,Transit,K2,1.51,4.97,0.2803244,2103.0,3260.0,4570.0,2,Transit,K2,True,70.16575351425537,61.08,-9.77,-1.28,True
HAT-P-11 c,HAT-P-11,297.7101763,48.0818635,37.7647,2018,Radial Velocity,W. M. Keck Observatory,13.2,851.78013076,3361.0,91.58,0.0161,4653.0,2,Radial Velocity,Radial Velocity,True,6.038955831703742,11.73,-22.34,28.1,True
NGTS-2 b,NGTS-2,215.1227617,-31.2020698,356.391,2018,Transit,Next-Generation Transit Survey (NGTS),17.878355,235.1942,4.511164,1468.0,1085.35,6478.0,1,Transit,Other transit,True,102.1700500806205,-249.33,-175.38,-184.63,True
WASP-164 b,WASP-164,344.8735878,-60.4478194,327.506,2018,Transit,SuperWASP-South,12.643752,676.9779,1.7771255,1610.0,1043.2122,5806.0,1,Transit,Other transit,True,113.82721517426475,155.93,-42.15,-284.9,True
LHS 1140 c,LHS 1140,11.248632,-15.2741085,14.9861,2018,Transit,Multiple Observatories,1.272,1.91,3.77794,422.0,5.3,3096.0,2,Transit,Other transit,True,94.13197497992995,14.18,2.82,-3.95,True
K2-287 b,K2-287,233.0743401,-22.3583447,158.335,2018,Transit,K2,9.494023,100.11645,14.893291,804.0,53.5814,5695.0,1,Transit,K2,True,85.01486441321327,-87.97,-117.06,-60.23,True
LHS 3844 b,LHS 3844,340.4962038,-69.1721081,14.8846,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.286,2.37,0.462929709,816.0,73.67,3080.0,1,Transit,TESS,True,119.44023068632796,4.99,-1.77,-13.91,True
HD 15337 b,HD 15337,36.8678846,-27.6361171,44.8155,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.77,6.519,4.7559804,1001.0,404.5595,5131.0,2,Transit,TESS,True,120.09402309924808,31.76,23.82,-20.79,True
HD 15337 c,HD 15337,36.8678846,-27.6361171,44.8155,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),2.526,6.792,17.180546,656.1,45.0685,5131.0,2,Transit,TESS,True,120.09402309924808,31.76,23.82,-20.79,True
L 98-59 b,L 98-59,124.5328604,-68.3144658,10.6194,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),0.837,0.46,2.253114,620.0,24.5,3415.0,5,Transit,TESS,True,155.11814312251693,-2.22,3.23,-9.87,True
L 98-59 c,L 98-59,124.5328604,-68.3144658,10.6194,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.329,2.0,3.6906764,526.0,12.7,3415.0,5,Transit,TESS,True,155.11814312251693,-2.22,3.23,-9.87,True
L 98-59 d,L 98-59,124.5328604,-68.3144658,10.6194,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.627,1.64,7.450729,416.0,4.97,3415.0,5,Transit,TESS,True,155.11814312251693,-2.22,3.23,-9.87,True
V1298 Tau b,V1298 Tau,61.331654,20.1570318,108.199,2019,Transit,K2,9.41,13.1,24.140006,666.0,33.2,4970.0,4,Transit,K2,True,101.2320129399146,48.73,89.12,37.28,True
WASP-166 b,WASP-166,144.8751047,-20.9824191,114.173,2019,Transit,WASP-South,7.06167,32.10083,5.44354,1270.0,440.0,6050.0,1,Transit,Other transit,True,143.29525952017136,-87.19,61.33,-40.88,True
TOI-270 b,TOI-270,68.4160804,-51.9573937,22.4793,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.28,1.48,3.35992,600.0,131.7935,3506.0,3,Transit,TESS,True,151.32484018813327,5.1,12.88,-17.7,True
TOI-270 c,TOI-270,68.4160804,-51.9573937,22.4793,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),2.33,6.2,5.66051,489.0,47.0639,3506.0,3,Transit,TESS,True,151.32484018813327,5.1,12.88,-17.7,True
TOI-270 d,TOI-270,68.4160804,-51.9573937,22.4793,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),2.0,4.2,11.38194,383.0,9.2135,3506.0,3,Transit,TESS,True,151.32484018813327,5.1,12.88,-17.7,True
GJ 357 b,GJ 357,144.0074644,-21.6650634,9.44181,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.2,1.83,3.9306,518.0,12.6,3505.0,3,Transit,TESS,True,144.343869371852,-7.1,5.16,-3.49,True
GJ 357 c,GJ 357,144.0074644,-21.6650634,9.44181,2019,Radial Velocity,Multiple Observatories,1.66,3.4,9.1247,401.2,4.45,3505.0,3,Radial Velocity,Radial Velocity,True,144.343869371852,-7.1,5.16,-3.49,True
GJ 357 d,GJ 357,144.0074644,-21.6650634,9.44181,2019,Radial Velocity,Multiple Observatories,2.34,6.1,55.661,219.6,0.38,3505.0,3,Radial Velocity,Radial Velocity,True,144.343869371852,-7.1,5.16,-3.49,True
LTT 1445 A b,LTT 1445 A,45.4624781,-16.5944956,6.86929,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.34,2.73,5.3587635,431.0,5.7,3562.0,2,Transit,TESS,True,119.13343230844694,4.62,4.69,-1.96,True
WASP-178 b,WASP-178,227.270329,-42.7049658,427.678,2019,Transit,WASP-South,20.28829,527.5978,3.3448285,2470.0,5550.0,9360.0,1,Transit,Other transit,True,103.92529600590713,-213.25,-230.86,-290.06,True
V1298 Tau c,V1298 Tau,61.331654,20.1570318,108.199,2019,Transit,K2,5.08,4.7,8.249164,953.0,146.0,4970.0,4,Transit,K2,True,101.2320129399146,48.73,89.12,37.28,True
V1298 Tau d,V1298 Tau,61.331654,20.1570318,108.199,2019,Transit,K2,6.53,6.0,12.401394,831.0,85.0,4970.0,4,Transit,K2,True,101.2320129399146,48.73,89.12,37.28,True
V1298 Tau e,V1298 Tau,61.331654,20.1570318,108.199,2019,Transit,K2,10.17,15.3,48.677714,527.0,10.0,4970.0,4,Transit,K2,True,101.2320129399146,48.73,89.12,37.28,True
LP 791-18 b,LP 791-18,165.6904843,-16.4064445,26.4927,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1.212,1.94,0.9479981,564.3,24.14,2960.0,3,Transit,TESS,True,126.17010426436678,-24.63,6.28,-7.48,True
LP 791-18 c,LP 791-18,165.6904843,-16.4064445,26.4927,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),2.488,7.16,4.98991,324.4,2.637,2960.0,3,Transit,TESS,True,126.17010426436678,-24.63,6.28,-7.48,True
TOI-125 b,TOI-125,23.5934253,-66.6763495,111.059,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),2.726,9.5,4.65382,1037.0,185.0,5320.0,3,Transit,TESS,True,131.15145654540964,40.3,17.6,-101.98,True
TOI-125 c,TOI-125,23.5934253,-66.6763495,111.059,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),2.759,6.63,9.15059,827.8,77.59,5320.0,3,Transit,TESS,True,131.15145654540964,40.3,17.6,-101.98,True
L 168-9 b,L 168-9,350.0285917,-60.0657292,25.1496,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1.63,4.07,1.40152604,998.0,149.3748,3842.0,1,Transit,TESS,True,115.21568465549282,12.36,-2.17,-21.79,True
TOI-125 d,TOI-125,23.5934253,-66.6763495,111.059,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.93,13.6,19.98,638.1,26.7,5320.0,3,Transit,TESS,True,131.15145654540964,40.3,17.6,-101.98,True
HATS-48 A b,HATS-48 A,288.6720048,-59.5793505,263.609,2020,Transit,HATSouth,8.9672,77.23269,3.1316666,954.6,137.6,4546.0,1,Transit,Other transit,True,104.09227766796782,42.73,-126.45,-227.32,True
HATS-72 b,HATS-72,339.0258401,-17.0003046,127.589,2020,Transit,HATSouth,8.0973816,39.855882,7.3279474,739.3,49.58,4656.1,1,Transit,Other transit,True,75.62381526884934,113.93,-43.67,-37.3,True
NGTS-10 b,NGTS-10,91.8722801,-25.5948963,324.69865036,2020,Transit,Next-Generation Transit Survey (NGTS),13.89913607,687.14846,0.7668944,1508.0,3716.1785,4567.0,1,Transit,Other transit,True,155.74947724435742,-9.57,292.68,-140.27,True
TOI-1130 b,TOI-1130,286.3760037,-41.4376399,58.2609,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),3.66,19.8,4.074554,825.0,78.1,4360.0,2,Transit,TESS,True,86.023716558799,12.31,-41.9,-38.56,True
TOI-1130 c,TOI-1130,286.3760037,-41.4376399,58.2609,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),13.0,336.0,8.3501898,650.0,30.0,4360.0,2,Transit,TESS,True,86.023716558799,12.31,-41.9,-38.56,True
TOI-677 b,TOI-677,144.1193594,-50.4630933,141.812,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),13.11450742,392.20025424,11.2365985,1252.0,37.6345,6295.0,1,Transit,TESS,True,156.83471904721213,-73.14,52.91,-109.37,True
LTT 3780 b,LTT 3780,154.6449033,-11.717801,21.9814,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1.325,2.46,0.76837931,903.0,111.0,3358.0,2,Transit,TESS,True,130.15894242240313,-19.45,9.22,-4.46,True
LTT 3780 c,LTT 3780,154.6449033,-11.717801,21.9814,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.39,8.04,12.252284,359.0,2.76,3358.0,2,Transit,TESS,True,130.15894242240313,-19.45,9.22,-4.46,True
TOI-1338 b,TOI-1338 A,92.1330955,-59.5409853,399.017,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),7.661,11.3,95.4001,254.65,0.9938,5723.2,2,Transit,TESS,True,161.2604742298525,-7.53,202.13,-343.95,True
AU Mic b,AU Mic,311.2911369,-31.34245,9.7221,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),4.79,8.99,8.463446,554.8,21.2,3540.0,4,Transit,TESS,True,78.13847317794762,5.48,-6.24,-5.06,True
WASP-148 b,WASP-148,254.1305022,44.3025361,246.353,2020,Transit,SuperWASP-North,8.47398941,91.21675281,8.803809,940.0,72.699,5555.0,2,Transit,Other transit,True,25.883746333908817,-48.21,-169.59,172.06,True
WASP-148 c,WASP-148,254.1305022,44.3025361,246.353,2020,Radial Velocity,Haute-Provence Observatory,13.9,124.58873554,34.524,590.0,17.377,5555.0,2,Radial Velocity,Radial Velocity,True,25.883746333908817,-48.21,-169.59,172.06,True
NGTS-11 b,NGTS-11,23.5214497,-14.4191493,190.422,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),9.157753,109.33352,35.45533,435.0,9.242,5050.0,1,Transit,TESS,True,102.0602295979322,169.1,73.6,-47.42,True
TOI-849 b,TOI-849,28.7157956,-29.4217086,225.734,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),3.64,41.8,0.765548,1932.0,2314.06,5257.0,1,Transit,TESS,True,115.55010702740223,172.44,94.47,-110.89,True
TOI-700 b,TOI-700,97.0957165,-65.5786149,31.1265,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),0.914,0.704,9.977219,417.0,4.98,3459.0,4,Transit,TESS,True,157.64642702301205,-1.59,12.77,-28.34,True
TOI-700 c,TOI-700,97.0957165,-65.5786149,31.1265,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.6,7.27,16.051137,356.0,2.64,3459.0,4,Transit,TESS,True,157.64642702301205,-1.59,12.77,-28.34,True
TOI-700 d,TOI-700,97.0957165,-65.5786149,31.1265,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1.073,1.25,37.42396,268.8,0.85,3459.0,4,Transit,TESS,True,157.64642702301205,-1.59,12.77,-28.34,True
HIP 67522 b,HIP 67522,207.526001,-40.8358961,127.28,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),9.9872018,71.4,6.9594731,1175.0,341.0878,5675.0,2,Transit,TESS,True,113.19560468498317,-85.4,-44.5,-83.23,True
TOI-1899 b,TOI-1899,299.4268472,40.1433462,128.438,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),11.09689089,212.94503269,29.090312,378.0,3.4,3926.0,1,Transit,TESS,True,7.799036171713192,48.24,-85.52,82.8,True
HD 86226 c,HD 86226,149.1235154,-24.0991859,45.683,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.16,7.25,3.98442,1311.0,647.901,5863.0,2,Transit,TESS,True,142.75379865458703,-35.79,21.4,-18.65,True
WD 1856+534 b,WD 1856+534,284.415675,53.5090244,24.7359,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),10.4,4386.054,1.4079405,163.0,0.181,4710.0,1,Transit,TESS,True,9.889186875371028,3.66,-14.25,19.89,True
LTT 9779 b,LTT 9779,358.6688767,-37.6282237,80.4373,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),4.72,29.32,0.792052,1978.0,1781.1556,5443.0,1,Transit,TESS,True,102.49412968765213,63.69,-1.48,-49.11,True
TOI-824 b,TOI-824,222.1654705,-57.5888666,63.9262,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.926,18.467,1.392978,1253.0,412.0,4600.0,1,Transit,TESS,True,116.84767294892771,-25.4,-23.0,-53.97,True
TOI-421 b,TOI-421,81.8532824,-14.2767404,74.7969,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.64,6.7,5.197576,922.0,154.57,5291.0,2,Transit,TESS,True,141.12279661569522,10.27,71.76,-18.45,True
TOI-421 c,TOI-421,81.8532824,-14.2767404,74.7969,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),5.09,14.1,16.067541,635.0,34.32,5291.0,2,Transit,TESS,True,141.12279661569522,10.27,71.76,-18.45,True
GJ 3473 b,GJ 3473,120.5936065,3.3371629,27.3644,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1.264,1.86,1.1980035,773.0,59.4,3347.0,2,Transit,TESS,True,131.34409247050863,-13.9,23.52,1.59,True
GJ 3473 c,GJ 3473,120.5936065,3.3371629,27.3644,2020,Radial Velocity,Multiple Observatories,2.63,7.41,15.509,329.1,1.95,3347.0,2,Radial Velocity,Radial Velocity,True,131.34409247050863,-13.9,23.52,1.59,True
WASP-107 c,WASP-107,188.3864277,-10.1462141,64.7414,2020,Radial Velocity,Multiple Observatories,13.0,111.23994245,1091.0,,,4425.0,2,Radial Velocity,Radial Velocity,True,105.83120948619838,-63.05,-9.29,-11.4,True
TOI-776 b,TOI-776,178.577997,-37.5533568,27.1701,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1.798,5.0,8.24662,520.0,11.5,3725.0,2,Transit,TESS,True,129.7797987493749,-21.53,0.53,-16.56,True
TOI-776 c,TOI-776,178.577997,-37.5533568,27.1701,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.047,6.9,15.665323,420.0,4.9,3725.0,2,Transit,TESS,True,129.7797987493749,-21.53,0.53,-16.56,True
TOI-561 b,TOI-561,148.1851516,6.216103,85.799,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1.397,2.02,0.4465697,2319.0,4709.0,5342.0,4,Transit,TESS,True,119.11079996141565,-72.48,44.97,9.29,True
TOI-561 c,TOI-561,148.1851516,6.216103,85.799,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.865,5.93,10.778838,802.0,67.5,5342.0,4,Transit,TESS,True,119.11079996141565,-72.48,44.97,9.29,True
TOI-561 d,TOI-561,148.1851516,6.216103,85.799,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.615,13.33,25.71268,600.0,21.2,5342.0,4,Transit,TESS,True,119.11079996141565,-72.48,44.97,9.29,True
TOI-561 e,TOI-561,148.1851516,6.216103,85.799,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.517,12.4,77.144,416.0,4.89,5342.0,4,Transit,TESS,True,119.11079996141565,-72.48,44.97,9.29,True
TOI-451 b,TOI-451,62.966385,-37.93973,123.739,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1.84,4.7,1.8587033,1474.0,786.0,5490.0,3,Transit,TESS,True,144.04867047627891,44.35,86.93,-76.08,True
TOI-451 c,TOI-451,62.966385,-37.93973,123.739,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),2.93,3.7,9.192463,865.0,93.0,5490.0,3,Transit,TESS,True,144.04867047627891,44.35,86.93,-76.08,True
TOI-451 d,TOI-451,62.966385,-37.93973,123.739,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),3.93,10.2,16.364962,714.0,43.2,5490.0,3,Transit,TESS,True,144.04867047627891,44.35,86.93,-76.08,True
TOI-178 b,TOI-178,7.3020115,-30.4541159,62.699,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1.2,0.96,1.9145601,1040.0,200.1045,4316.0,6,Transit,TESS,True,102.30605889440254,53.61,6.87,-31.78,True
TOI-178 c,TOI-178,7.3020115,-30.4541159,62.699,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1.754,4.64,3.238486,873.0,97.6159,4316.0,6,Transit,TESS,True,102.30605889440254,53.61,6.87,-31.78,True
TOI-178 d,TOI-178,7.3020115,-30.4541159,62.699,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),2.695,5.2,6.557569,690.0,24.9125,4316.0,6,Transit,TESS,True,102.30605889440254,53.61,6.87,-31.78,True
TOI-178 e,TOI-178,7.3020115,-30.4541159,62.699,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),2.301,3.48,9.96318,600.0,21.8202,4316.0,6,Transit,TESS,True,102.30605889440254,53.61,6.87,-31.78,True
TOI-178 f,TOI-178,7.3020115,-30.4541159,62.699,2021,Transit,Multiple Observatories,2.417,5.63,15.23335,521.0,0.6071,4316.0,6,Transit,Other transit,True,102.30605889440254,53.61,6.87,-31.78,True
TOI-178 g,TOI-178,7.3020115,-30.4541159,62.699,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),2.939,4.4,20.71663,470.0,19.4978,4316.0,6,Transit,TESS,True,102.30605889440254,53.61,6.87,-31.78,True
GJ 486 b,GJ 486,191.981531,9.7494181,8.07426,2021,Radial Velocity,Calar Alto Observatory,1.289,2.77,1.46712127,696.3,39.2,3317.0,1,Radial Velocity,Radial Velocity,True,89.28133357358415,-7.78,-1.65,1.37,True
LHS 1478 b,LHS 1478,44.3388743,76.5514045,18.2276,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1.242,2.33,1.9495378,595.0,23.3722,3381.0,1,Transit,TESS,True,52.041743457375944,3.03,2.96,17.73,True
TOI-1231 b,TOI-1231,156.74726,-52.4678724,27.6227,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),3.65,15.4,24.245586,329.6,1.93,3553.0,1,Transit,TESS,True,149.00699485633984,-15.46,6.64,-21.91,True
TOI-674 b,TOI-674,164.5865592,-36.8581092,46.0851,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),5.25,23.6,1.977143,635.0,38.4,3514.0,1,Transit,TESS,True,139.15817445409712,-35.55,9.8,-27.64,True
TOI-1685 b,TOI-1685,68.5939529,43.0370395,37.6153,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1.421,3.07,0.66913923,1000.0,213.0,3470.0,1,Transit,TESS,True,84.75731989422285,10.03,25.6,25.67,True
TOI-1807 b,TOI-1807,201.2826259,38.9223671,42.5775,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1.49681583,2.44,0.54937097,1694.1,1407.22,4914.0,1,Transit,TESS,True,63.49197613207578,-30.87,-12.02,26.75,True
TOI-2076 b,TOI-2076,217.3920159,39.7903991,41.9091,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),2.59,6.7,10.35504,736.0,49.4,5187.0,4,Transit,TESS,True,52.678281165898106,-25.58,-19.56,26.82,True
TOI-2076 c,TOI-2076,217.3920159,39.7903991,41.9091,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),3.54,7.2,21.01447,581.0,32.7,5187.0,4,Transit,TESS,True,52.678281165898106,-25.58,-19.56,26.82,True
TOI-2076 d,TOI-2076,217.3920159,39.7903991,41.9091,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),3.27,7.3,35.12803,490.0,16.5,5187.0,4,Transit,TESS,True,52.678281165898106,-25.58,-19.56,26.82,True
AU Mic c,AU Mic,311.2911369,-31.34245,9.7221,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),2.79,14.46,18.859023,424.7,7.3,3540.0,4,Transit,TESS,True,78.13847317794762,5.48,-6.24,-5.06,True
TOI-431 b,TOI-431,83.2692502,-26.7238698,32.5686,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1.28,3.07,0.490047,1862.0,2120.4475,4850.0,3,Transit,TESS,True,151.7391313485516,3.41,28.89,-14.65,True
TOI-431 c,TOI-431,83.2692502,-26.7238698,32.5686,2021,Radial Velocity,La Silla Observatory,1.49,2.83,4.8494,867.0,100.6717,4850.0,3,Radial Velocity,Radial Velocity,True,151.7391313485516,3.41,28.89,-14.65,True
